Judul,Harga,Lokasi,Kota,Provinsi,Tipe Properti,Kamar Tidur,Kamar Mandi,Luas Total,Lantai,Tahun Dibangun,Sertifikat,Nama Agen,Tanggal Posting,Link
Jual Apartemen B Residence BSD Full Furnished Hadap Aeon Mall Siap Huni,Rp 450Jt,"BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,21 m²,,,,Linktown Expert - Clarissa,9 Feb 2026,https://www.lamudi.co.id/properti/41032-73-cff024e9fd90-1976-19c43d6-89c3-7d8b
Jual dan Sewa Cepat Apartment Esklusif Siap Huni The Mansion Kemayoran Jakarta,Rp 45Jt/tahun,"Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,51 m²,20,,,Linktown Expert - Andreas,4 Feb 2026,https://www.lamudi.co.id/properti/41032-73-dfd3d52de43f-fa35-19c282c-aeed-73b0
Di jual Apartment 2 kamar tidur lokasi strategis di podomoro golf view cimanggis,Rp 380Jt,"Podomoro Golf View, Bojong Nangka, Gunung Putri, Kab Bogor, Jawa Barat",Kab Bogor,Jawa Barat,Apartemen,2 Kamar Tidur,1 kamar mandi,28 m²,28,,,Linktown Expert - Michel,19 Feb 2026,https://www.lamudi.co.id/properti/41032-73-bd39c6cd6d4a-267d-19c7596-a84f-77ea
Ss.3075 - Murah !! Dijual Apt. Paladian Park Luas 87 mtr Full Furnish Siap Huni tinggal masuk bawa koper,Rp 975Jt,"RW 21, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,,87 m²,,,Strata,Thing Thing - ERA GADING,20 Apr 2026,https://www.lamudi.co.id/properti/41032-73-694fca05da54-5e10-19daaaf-a83f-7802
380 Jutaan Dapet Apartement Studio LRT Sentul Studio Plus!,Rp 380Jt,"Kadumanggu, Babakan Madang, Kab Bogor, Jawa Barat",Kab Bogor,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,27 m²,16,,,Adnan Zahry,25 Agu 2025,https://www.lamudi.co.id/jual/jawa-barat/bogor/termurah-apartement-studio-lrt-sentul-studio-plus-175611321094/
Dijual Kost Elite di Nusa Dua Taman Mumbul,Rp 7M,"Benoa, Kuta Selatan, Badung, Bali",Badung,Bali,Apartemen,21 Kamar Tidur,21 Kamar Mandi,750 m²,,,,Linktown Expert - Michel,20 Mei 2026,https://www.lamudi.co.id/properti/41032-73-87b197a8c96d-c5a-e32eb63b-83f0-4b16
Jual Apartemen Trans Park Cibubur Full Furnished Lantai 35 View Danau Cibubur / City Light Samping TSM Cibubur,Rp 500Jt,"Sukatani, Depok, Jawa Barat",Depok,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,22 m²,35,,,Linktown Expert - Clarissa,23 Feb 2026,https://www.lamudi.co.id/properti/41032-73-f2a94cd76cc7-2be4-19c891c-8696-768b
Di Jual apartement Full Furnish di Tokyo Riverside Tower Fuji di Tangerang,Rp 500Jt,"Pantai Indah Kapuk 2, Salembaran, Kosambi, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,21 m²,35,,,Linktown Expert - Michel,6 Mar 2026,https://www.lamudi.co.id/properti/41032-73-821e8b389986-e54e-19cc16b-b847-7b3a
Termurah Jual Apartemen 3BR  Full Furnish Kensington Summarecon Kelapa Gading,"Rp 2,65M","RW 01, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,3 Kamar Mandi,122 m²,16,,HGB,Linktown Center,27 Mar 2026,https://www.lamudi.co.id/properti/41032-73-fb5554dc9e2-47b9-19d2ffc-a5d9-748f
dijual apartement bagus 2 kamar tidur lokasi strategis di sky House alam Sutr,Rp 800Jt,"Alam Sutera, Pinang, Tangerang, Banten",Tangerang,Banten,Apartemen,2 Kamar Tidur,1 kamar mandi,58 m²,23,,,Linktown Expert - Michel,5 Feb 2026,https://www.lamudi.co.id/properti/41032-73-e8a1fc40cb49-8106-19c2bfa-bf70-7f54
Dijual Apartment Furnish Studio Siap Huni di Parahyangan Residence,Rp 550Jt,"Hegarmanah, Cidadap, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,27 m²,,,,Linktown Expert - Andreas,23 Feb 2026,https://www.lamudi.co.id/properti/41032-73-bb2a3fdb057a-81a8-19c89eb-a02d-7c27
Apartemen 2 Br Connecting Supermall Pakuwon di Apartemen Anderson,"Rp 1,25M","Pakuwon Indah, RW 09, Babatan, Wiyung, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2 Kamar Tidur,1 kamar mandi,54 m²,,,,Linktown Center,14 Mar 2026,https://www.lamudi.co.id/properti/41032-73-9e914a9038fe-9ca2-984739ad-abe2-4102
Good Deal!!! Apartemen Semi Furnish Siap Huni dan Eksklusif di Bailey City Ciputat,Rp 35Jt/tahun,"Ciputat, Ciputat, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,1 kamar tidur,1 kamar mandi,30 m²,,,,Linktown Expert - Andreas,9 Mar 2026,https://www.lamudi.co.id/properti/41032-73-aa8303cafa60-4616-19cd1ac-906d-7a62
Jual dan Sewa Apartement Tokyo Riverside PIK 2 Tower Dotonbori Lantai 38 Furnish,Rp 18Jt/tahun,"Muara, Pantai Indah Kapuk 2, Muara, Teluknaga, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,21 m²,38,,,Linktown Expert - Clarissa,19 Feb 2026,https://www.lamudi.co.id/properti/41032-73-a13c61a81e60-a212-19c7551-a905-711b
Dijual atau Disewakan Apartement Gading Icon 2 Kamar Tidur,Rp 30Jt/tahun,"RW 02, Pulo Gadung, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,35 m²,19,,HGB,Linktown Expert - Michel,20 Apr 2026,https://www.lamudi.co.id/properti/41032-73-19170f99645c-b4a8-19daa4a-9eef-7c35
Jual Cepat Apartemen 2BR Siap Huni di Serpong Green View,Rp 375Jt,"Apartement Akasa Serpong, Lengkong Gudang Timur, Serpong, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,2 Kamar Tidur,1 kamar mandi,39 m²,,,,Linktown Expert - Andreas,9 Mar 2026,https://www.lamudi.co.id/properti/41032-73-501a7a644742-c6a9-19cd0ef-b05b-72ff
dijual apartment full furnish 2 kamar tidur  di Aspen residence jakarta selatan,"Rp 1,60M","RW 01, Pondok Labu, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,2 Kamar Mandi,69 m²,1,,,Linktown Expert - Michel,3 Feb 2026,https://www.lamudi.co.id/properti/41032-73-bae5a9c6860e-d160-19c220d-bb30-7996
Jual & Sewa Apartemen Furnish New Siap Huni Eksklusif Strategis di Antasari Place Jakarta Selatan,Rp 80Jt/tahun,"RW 01, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,44 m²,,,,Linktown Expert - Andreas,9 Mar 2026,https://www.lamudi.co.id/properti/41032-73-4a563bfb59a3-d534-19cd1fe-908f-7daf
Di Jual atau di Sewakan  Apartement Pancoran Riverside 2 kamar tidur lokasi strtategis Di pusat bisnis Jakarta,Rp 45Jt/tahun,"RW 01, Pengadegan, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,32 m²,,,,Linktown Expert - Michel,16 Mar 2026,https://www.lamudi.co.id/properti/41032-73-f8639e7ad453-f946-19cf527-be86-7464
Dijual Apartemen BSD Marigold Navapark Full Furnish bisa Nego,"Rp 3,50M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2 Kamar Tidur,2 Kamar Mandi,118 m²,11,,PPJB,Linktown Expert - Ferdi,19 Mei 2026,https://www.lamudi.co.id/properti/41032-73-384735c10ee7-99af-19e40c5-a0c3-7959
Dijual dan Disewakan Apartement Semi Furnish 2 BR Strategis di Gateway Pasteur Bandung,Rp 78Jt/tahun,"Klaster Gunung Batu 117, Sukaraja, Cicendo, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat,Apartemen,2 Kamar Tidur,1 kamar mandi,58 m²,,,,Linktown Expert - Andreas,3 Mar 2026,https://www.lamudi.co.id/properti/41032-73-c4625ca2433-f1a2-19cb338-84bf-7719
Dijual Cepat Apartment Siap Huni Furnish di Semesta Mahata Tanjung Barat,Rp 500Jt,"RW 01, Lenteng Agung, Jagakarsa, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,21 m²,,,,Linktown Expert - Andreas,24 Feb 2026,https://www.lamudi.co.id/properti/41032-73-4785ffd43023-edf7-19c8f53-b84e-7b1c
Dijual Apartemen Condominum Green Bay Pluit Full Furnish Nego,"Rp 1,45M","RW 05, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,2 Kamar Mandi,77 m²,18,2010,PPJB,Linktown Expert - Ferdi,21 Mei 2026,https://www.lamudi.co.id/properti/41032-73-b0be5983b86f-27ef-19e4b7b-ae8f-7f81
Jual Apartemen Tamansari Iswara Cut Mutia Bekasi Full Furnish 2 KT City View,Rp 975Jt,"Rawa Panjang, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,2 Kamar Tidur,1 kamar mandi,55 m²,,,,Linktown Expert - Clarissa,26 Feb 2026,https://www.lamudi.co.id/properti/41032-73-f71028d1bb85-7e0b-19c9877-b8cf-745a
Jual Apartemen Springlake Summarecon Bekasi Lt 10 2 KT Full Furnish Siap Huni,Rp 535Jt,"Summarecon Bekasi, Rawa Bugel, Summarecon, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,2 Kamar Tidur,1 kamar mandi,41 m²,10,,,Linktown Expert - Clarissa,9 Feb 2026,https://www.lamudi.co.id/properti/41032-73-865cbd303678-5272-19c40e9-8caf-7ae5
DIJUAL CEPAT! Apartemen Tokyo Riverside PIK 2 Studio Kosongan,Rp 240Jt,"Pantai Indah Kapuk, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,21 m²,5,,,LOT PROPERTY,7 Okt 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/dijual-cepat-apartemen-tokyo-riverside-pik-2-studi-174288761770/
Jual Apartemen Pakuwon Bekasi Type Studio Masih Baru Incld Kitchen Set Conect ke Mall,Rp 750Jt,"Pakuwon Mall, Rawa Panjang, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,28 m²,,,,Linktown Expert - Clarissa,26 Feb 2026,https://www.lamudi.co.id/properti/41032-73-eddd6138aee2-4623-19c9869-b741-78c6
Dijual Cepat Apartment Furnish Siap Huni di Citra Living Jakarta,Rp 550Jt,"RW 09, Kalideres, Kalideres, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,22 m²,,,,Linktown Expert - Andreas,23 Feb 2026,https://www.lamudi.co.id/properti/41032-73-4c1eacace907-9a38-19c89d5-8564-77d8
Jual Luxury Primrose Condovilla Summarecon Bekasi,"Rp 1,75M","Summarecon Bekasi, Rawa Bugel, Margajaya, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Kondominium,4 Kamar Tidur,3 Kamar Mandi,91 m²,,,PPJB,Linktown Center,22 Mei 2026,https://www.lamudi.co.id/properti/41032-73-565215361429-e803-19e4f88-9057-72d0
Dijual Apartement Latumenten Jakarta 2 Kamar Tidur,Rp 320Jt,"RW 01, Jelambar Baru, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,32 m²,1,,HGB,Linktown Expert - Michel,24 Apr 2026,https://www.lamudi.co.id/properti/41032-73-a649ce73ec22-2026-19dbe47-acad-74f1
Dijual atau Disewakan Apartemen Sky House BSD,"Rp 1,10M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,3 Kamar Tidur,1 kamar mandi,68 m²,,,,Linktown Expert - Michel,12 Mei 2026,https://www.lamudi.co.id/properti/41032-73-b91d0ca77804-e53b-f1d4c525-8e31-420c
Jual Cepat Apartemen 2Bedroom Semi Furnish di Emerald Bintaro,Rp 735Jt,"Parigi Lama, Pondok Aren, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,2 Kamar Tidur,1 kamar mandi,36 m²,,,,Linktown Expert - Andreas,13 Mar 2026,https://www.lamudi.co.id/properti/41032-73-717b97b4fd91-f66f-19ce666-89ed-7668
Di Jual Apartement full furnish type studio lokasi strategis di belakang kampus UI Depok,Rp 450Jt,"Kukusan, Beji, Depok, Jawa Barat",Depok,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,,1,,,Linktown Expert - Michel,23 Feb 2026,https://www.lamudi.co.id/properti/41032-73-dd88c985806d-3d9e-19c8962-be09-76cf
Full Furnish Apartemen 2 Br di Waterplace Surabaya,"Rp 47,50Jt/bulan","Pakuwon Indah, Kawasan Superblock Pakuwon, Babatan, Wiyung, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2 Kamar Tidur,1 kamar mandi,56 m²,,,,Linktown Center,6 Jun 2026,https://www.lamudi.co.id/properti/41032-73-7f7a460fc487-5f3a-ba473a0-9e0e-4116
Jual Cepat Apartemen Semi Furnish 2BR di Meikarta District 1,Rp 600Jt,"Meikarta, Jayamukti, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,2 Kamar Tidur,1 kamar mandi,42 m²,,,SHM,Linktown Expert - Andreas,1 Apr 2026,https://www.lamudi.co.id/properti/41032-73-5ab3b2fa2303-e1a5-19d48b1-a376-70de
Dijual Apartemen Condominum Green Bay Pluit Semi furnished Nego,"Rp 1,15M","RW 05, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,2 Kamar Mandi,77 m²,19,2010,PPJB,Linktown Expert - Ferdi,21 Mei 2026,https://www.lamudi.co.id/properti/41032-73-f79cb9b7ee95-ec38-19e4b24-a83b-7516
Full Furnish Siap Huni Nego Apartemen 2 Br di East Coast Surabaya Timur,Rp 375Jt,"Pakuwon City, RW 08, Kalisari, Mulyorejo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1 kamar tidur,2 Kamar Mandi,36 m²,,,,Linktown Center,15 Apr 2026,https://www.lamudi.co.id/properti/41032-73-d297909149a0-9f74-b009b8b1-8e8a-4882
Dijual Apartement Silktown Tanggerang Full Furnish Nego,Rp 550Jt,"Sukarasa, Tangerang, Tangerang, Banten",Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,21 m²,31,,SHM,Linktown Expert - Ferdi,17 Apr 2026,https://www.lamudi.co.id/properti/41032-73-49cdd77fb5f0-d049-19d99c7-8231-78fb
Dijual Apartement Bella Tower Casa Grande Jakarta Selatan,"Rp 6,20M","RW 05, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,4 Kamar Tidur,3 Kamar Mandi,150 m²,,,,Linktown Expert - Michel,28 Apr 2026,https://www.lamudi.co.id/properti/41032-73-184803c8b14d-86f9-19dd275-a6d9-8028
Dijual apartment bagus type studio bonus AC di Transpark Cibubur,Rp 500Jt,"RW 05, Pondok Ranggon, Cipayung, Jakarta Timur, Depok, Jawa Barat",Depok,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,19 m²,36,,,Linktown Expert - Michel,16 Feb 2026,https://www.lamudi.co.id/properti/41032-73-c2ab7eeabdb2-f642-19c6518-8ad9-71e4
Dijual dan Disewakan Furnished dan Free Service Charge Unit Apartemen Bess Mansion,Rp 65Jt/bulan,"RW 03, Jemur Wonosari, Wonocolo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2 Kamar Tidur,1 kamar mandi,41 m²,,,,Linktown Center,6 Jun 2026,https://www.lamudi.co.id/properti/41032-73-c48bb7314971-22a1-26cc0db5-8b67-4436
New Lounching Apartement Savyavasa Residence,"Rp 8,70M","Blok P, Pulo, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,2 Kamar Mandi,131 m²,,,,Linktown Expert - Michel,10 Jun 2026,https://www.lamudi.co.id/properti/41032-73-c6b94af1ff08-28ce-e03752d2-8508-46fa
View Pool Siap Huni Apartemen Type 3 Br di Waterplace Surabaya,Rp 50Jt/bulan,"Pakuwon Indah, Kawasan Superblock Pakuwon, Babatan, Wiyung, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,3 Kamar Tidur,2 Kamar Mandi,74 m²,,,,Linktown Center,6 Jun 2026,https://www.lamudi.co.id/properti/41032-73-401a4548b0a4-3980-c5b88740-8e78-4a71
Dijual Apartement Aesthetic di Evenciio Depok,Rp 650Jt,"Pondok Cina, Beji, Depok, Jawa Barat",Depok,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,21 m²,,,Strata,Linktown Expert - Michel,17 Apr 2026,https://www.lamudi.co.id/properti/41032-73-179e7b35243a-a429-19d99ea-a951-7fda
Dijual Cepat Full Furnish Siap Huni Apartemen 2 Br di Gunawangsa Tidar,Rp 300Jt,"RW 01, Petemon, Sawahan, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2 Kamar Tidur,1 kamar mandi,41 m²,,,,Linktown Center,10 Jun 2026,https://www.lamudi.co.id/properti/41032-73-6603dbaebb18-b07e-39c09bff-a2f2-481c
Dijual atau Disewakan Apartement Vasanta Innopark Jakarta Timur,"Rp 3,80Jt/bulan","MM2100 Industrial Town, Gandamekar, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,26 m²,,,Strata,Linktown Expert - Michel,17 Apr 2026,https://www.lamudi.co.id/properti/41032-73-98b037790111-1e08-19d9abd-8f17-7499
Dijual Apartement SkyHouse BSD Type Studio,Rp 650Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,20 m²,,,,Linktown Expert - Michel,27 Mei 2026,https://www.lamudi.co.id/properti/41032-73-da99780948f3-ac97-44165853-ab8a-4a43
Jual Apartemen Kalibata City studio 2br 3br harga mulai dari tsb dan Nego setelah survey dibantu,Rp 249Jt,"RW 07, Rawajati, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,,,,SHM,M Service,7 Okt 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/2-kamar-shm-apartemen-kalibata-city-174455749714/
DIJUAL APARTEMEN STUDIO PACIFIC GARDEN ALAM SUTERA - VIEW POOL & MALL,Rp 680Jt,"Alam Sutera, Pinang, Tangerang, Banten",Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,26 m²,,,,Linktown Expert - Michel,25 Mei 2026,https://www.lamudi.co.id/properti/41032-73-59c3c9102223-88de-296582cf-add9-48bf
Jual Apartment Casa De Parco BSD Siap Huni dan Full Furnish,Rp 525Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,40 m²,1,2018,PPJB,Linktown Expert - Michel,2 Apr 2026,https://www.lamudi.co.id/properti/41032-73-cbd34978efe0-b685-19d4d01-8914-76c4
Best Price!!! Apartement Meikarta 2 BR Eksklusif dan Strategis,Rp 350Jt,"Meikarta, Jayamukti, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,2 Kamar Tidur,1 kamar mandi,50 m²,,,,Linktown Expert - Andreas,19 Feb 2026,https://www.lamudi.co.id/properti/41032-73-9bf4030fc7a8-f7e0-19c7542-a366-73bd
Jual Cepat Unit Apartemen Ancol Mansion Jakarta Utara Type 2+1 BR,"Rp 1,69M","RW 10, Ancol, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,2 Kamar Mandi,132 m²,15,,PPJB,Linda Wong Atlantis Realty,6 Okt 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/jual-cepat-unit-apartemen-ancol-mansion-jakarta-ut-17374283731/
Di Jual apartemen 1 kamar tidur di  apt kensington royal suites kelapa gading,"Rp 1,30M","RW 01, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,31 m²,6,,,Linktown Expert - Michel,23 Feb 2026,https://www.lamudi.co.id/properti/41032-73-66edddef9479-2970-19c88eb-abcc-77b7
jual apartemen kensington 3BR full furnish Nego,"Rp 2,65M","RW 01, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,3 Kamar Mandi,122 m²,16,,,Linktown Expert - Clarissa,6 Mar 2026,https://www.lamudi.co.id/properti/41032-73-616281c2231f-5650-19cc281-bfd3-7f66
Nego Unit Apartemen City View di Dharmahusada Lagoon Surabaya,Rp 33Jt/bulan,"Wisma Permai, RW 05, Mulyorejo, Mulyorejo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1 kamar tidur,1 kamar mandi,25 m²,,,,Linktown Center,6 Mar 2026,https://www.lamudi.co.id/properti/41032-73-f41bd1457dc9-805c-d7862648-89ea-4063
"Dijual Apartement Kota Jakarta Dengan View Swimming Pool, dan Water Park","Rp 4,60M","RW 05, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,4 Kamar Tidur,3 Kamar Mandi,120 m²,,,Strata,Linktown Expert - Michel,28 Apr 2026,https://www.lamudi.co.id/properti/41032-73-30d54d1929b3-1c9a-19dd26d-9155-7285
Best View Laut Apartemen 2BR Furnish di Green Bay Pluit,Rp 400Jt,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,40 m²,,,SHM,Linktown Expert - Andreas,1 Apr 2026,https://www.lamudi.co.id/properti/41032-73-5d7b777bb2f0-3ce5-19d485c-a62b-789d
Dijual Apartement St regist Jakarta Selatan,Rp 21M,"RW 01, Setiabudi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,3 Kamar Mandi,355 m²,,,SHM,Linktown Expert - Michel,22 Mei 2026,https://www.lamudi.co.id/properti/41032-73-f62c89141135-53b-9cd61aa7-a71b-432d
Dijual Apartement dengan City View di Podomoro Golf View Cimanggis,Rp 365Jt,"Podomoro Golf View, Tapos, Tapos, Depok, Jawa Barat",Depok,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,21 m²,,,,Linktown Expert - Andreas,2 Mar 2026,https://www.lamudi.co.id/properti/41032-73-5ce19820043e-770a-19cae12-8aec-7997
Dijual atau Disewakan Apartement Puri Park View 2 Kamar Siap Huni,Rp 270Jt,"RW 05, Meruya Utara, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,36 m²,,,,Linktown Center,16 Apr 2026,https://www.lamudi.co.id/properti/41032-73-24b07dea2cc3-29cb-6fb1832c-9a86-4462
Dijual atau Disewakan Apartement Cisauk Cepat Full Furnish,Rp 44Jt/tahun,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,,,,PPJB,Linktown Expert - Michel,22 Apr 2026,https://www.lamudi.co.id/properti/41032-73-c02ac45786f4-1fce-19db3b0-b6fe-7446
Dijual Apartement Green Park View Cengkareng,Rp 250Jt,"RW 13, Cengkareng Timur, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,33 m²,,,,Linktown Expert - Michel,10 Jun 2026,https://www.lamudi.co.id/properti/41032-73-1d810dbf249a-2fb-d03b94b2-8632-42f1
Disewakan & Dijual Apartment Semi Furnish Eksklusif  dan Strategis di Pakuwon Bekasi Barat,Rp 45Jt/tahun,"Taman Century 1, Pekayon, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,,,,,Linktown Expert - Andreas,18 Feb 2026,https://www.lamudi.co.id/properti/41032-73-573cca03a861-c97f-19c7050-8906-737a
Djual Apartemen City View 2 Bedroom di Tanglin Pakuwon,Rp 675Jt,"RW 01, Lontar, Sambikerep, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2 Kamar Tidur,1 kamar mandi,38 m²,,,,Linktown Center,11 Feb 2026,https://www.lamudi.co.id/properti/41032-73-3e702bf7b675-546f-97bc267a-a35b-4c08
Dijual dan Disewakan Apartement Sky House BSD FULL FURNISH,Rp 650Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,22 m²,,,,Linktown Expert - Michel,21 Mei 2026,https://www.lamudi.co.id/properti/41032-73-b17a5b4bf5b4-4f38-db65d92f-8720-4203
Dijual Apartemen Marigold NAVA PARK BSD 2 Bed Room,Rp 5M,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2 Kamar Tidur,2 Kamar Mandi,158 m²,,,,Linktown Expert - Michel,8 Mei 2026,https://www.lamudi.co.id/properti/41032-73-e234b84aca40-76cc-84e05054-8d1b-44a5
